4635.897436	4384.102564	4174.871795	4281.538462	4284.615385	5004.615385	4075.897436	4505.128205	4204.102564	4242.564103	4390.25641	4296.410256	4296.410256	4552.820513
4633.333333	4378.974359	4181.025641	4278.461538	4287.179487	5002.051282	4074.358974	4497.948718	4198.974359	4225.641026	4384.615385	4294.871795	4292.307692	4550.769231
4643.589744	4383.589744	4186.666667	4288.205128	4278.461538	5001.538462	4075.384615	4492.307692	4187.692308	4216.923077	4384.102564	4294.358974	4293.846154	4554.871795
4645.128205	4389.74359	4188.205128	4293.846154	4273.333333	5000	4068.205128	4491.282051	4177.435897	4216.410256	4387.179487	4295.384615	4291.794872	4554.358974
4635.384615	4388.205128	4182.564103	4293.846154	4281.025641	4994.871795	4054.871795	4484.615385	4167.692308	4203.076923	4382.051282	4291.282051	4281.025641	4543.076923
4628.717949	4383.589744	4173.846154	4292.820513	4280.512821	4989.230769	4047.692308	4473.333333	4159.487179	4183.589744	4370.25641	4282.051282	4267.692308	4535.897436
4624.102564	4378.461538	4166.153846	4285.128205	4271.794872	4990.769231	4049.74359	4475.897436	4165.128205	4185.128205	4366.153846	4277.948718	4263.589744	4537.948718
4616.923077	4375.897436	4158.974359	4276.923077	4272.307692	4994.358974	4053.846154	4488.205128	4174.358974	4201.025641	4368.205128	4278.461538	4272.307692	4541.025641
4613.333333	4377.948718	4152.307692	4275.384615	4277.948718	4992.820513	4058.461538	4491.282051	4170.769231	4200.512821	4372.307692	4280.512821	4277.435897	4536.923077
4615.897436	4382.564103	4159.487179	4276.923077	4277.435897	4994.358974	4062.564103	4490.25641	4173.846154	4198.974359	4379.487179	4287.692308	4275.384615	4538.974359
4625.641026	4390.25641	4170.769231	4283.076923	4279.487179	5001.025641	4062.051282	4492.307692	4183.589744	4207.692308	4384.102564	4296.923077	4277.948718	4552.307692
4638.974359	4398.974359	4172.307692	4294.871795	4283.589744	4997.948718	4059.487179	4493.846154	4177.948718	4206.666667	4384.615385	4298.461538	4283.076923	4558.461538
4644.102564	4400	4176.923077	4298.461538	4282.051282	4989.230769	4060	4493.846154	4172.307692	4203.589744	4384.615385	4297.435897	4282.564103	4556.410256
4637.435897	4394.871795	4179.487179	4296.410256	4280	4989.230769	4062.564103	4493.846154	4170.769231	4206.153846	4380.512821	4296.410256	4280.512821	4553.846154
4628.717949	4389.230769	4170.25641	4294.871795	4281.025641	4993.846154	4060	4486.666667	4160	4196.923077	4369.230769	4289.74359	4276.410256	4545.641026
4624.102564	4381.025641	4164.102564	4286.666667	4279.487179	4992.307692	4053.846154	4481.025641	4155.384615	4185.128205	4366.666667	4281.025641	4274.358974	4535.897436
4624.615385	4373.846154	4168.205128	4279.487179	4276.410256	4990.769231	4054.871795	4486.153846	4169.74359	4194.871795	4378.461538	4278.461538	4287.179487	4542.051282
4624.102564	4370.769231	4168.205128	4276.923077	4277.948718	4994.871795	4061.025641	4495.384615	4180.512821	4205.641026	4384.615385	4282.564103	4304.102564	4551.282051
4625.128205	4370.769231	4163.589744	4273.333333	4282.564103	5002.051282	4066.666667	4503.076923	4184.615385	4197.435897	4382.564103	4291.282051	4313.846154	4552.307692
4637.435897	4382.051282	4170.25641	4280	4278.974359	5004.102564	4068.717949	4508.205128	4197.948718	4206.666667	4390.769231	4302.564103	4330.769231	4558.974359
4653.333333	4404.615385	4189.74359	4297.948718	4271.794872	4995.897436	4065.128205	4509.230769	4205.128205	4234.358974	4409.74359	4313.333333	4353.333333	4574.871795
4662.051282	4417.948718	4205.128205	4308.717949	4274.871795	4991.282051	4061.025641	4504.102564	4191.282051	4233.846154	4414.871795	4317.948718	4358.974359	4583.589744
4655.897436	4413.846154	4196.923077	4307.179487	4281.538462	4992.820513	4058.461538	4491.282051	4170.769231	4207.179487	4396.923077	4306.666667	4346.153846	4573.846154
4633.846154	4404.102564	4174.358974	4301.538462	4278.461538	4989.74359	4052.820513	4477.435897	4155.897436	4183.589744	4371.794872	4278.974359	4324.615385	4547.692308
4607.692308	4389.74359	4155.897436	4289.230769	4270.769231	4981.538462	4044.615385	4471.282051	4143.076923	4166.666667	4347.179487	4252.820513	4300.512821	4523.076923
4595.897436	4377.435897	4149.74359	4280	4263.076923	4983.589744	4043.076923	4472.820513	4142.051282	4158.461538	4335.897436	4243.076923	4289.230769	4514.871795
4603.076923	4382.051282	4150.25641	4281.025641	4261.025641	4992.820513	4045.641026	4477.948718	4160.512821	4173.846154	4349.230769	4252.307692	4300.512821	4522.564103
4610.769231	4388.717949	4151.282051	4281.025641	4266.153846	4991.794872	4043.589744	4486.153846	4172.307692	4188.717949	4366.153846	4263.589744	4320.512821	4533.333333
4606.666667	4381.538462	4150.769231	4276.410256	4268.717949	4988.717949	4045.128205	4488.717949	4172.307692	4189.74359	4369.230769	4265.128205	4327.179487	4535.897436
4606.153846	4375.897436	4150.25641	4274.358974	4263.076923	4993.333333	4053.846154	4489.230769	4179.487179	4198.974359	4372.820513	4269.74359	4325.641026	4535.384615
4620.512821	4382.051282	4157.948718	4280	4261.538462	4997.435897	4061.538462	4500	4190.25641	4213.846154	4388.205128	4285.641026	4336.923077	4545.641026
4631.794872	4385.128205	4168.717949	4282.564103	4260.512821	4994.358974	4061.025641	4505.641026	4188.205128	4214.871795	4397.435897	4293.333333	4350.25641	4554.871795
4628.717949	4379.487179	4170.25641	4280	4252.307692	4989.74359	4058.974359	4495.897436	4172.307692	4200.512821	4392.820513	4288.717949	4343.589744	4552.307692
4630.769231	4377.948718	4170.25641	4282.051282	4246.666667	4991.282051	4060.512821	4491.282051	4166.153846	4186.666667	4384.102564	4289.230769	4334.358974	4550.25641
4632.820513	4383.076923	4171.282051	4286.666667	4245.641026	4991.282051	4059.487179	4491.794872	4168.717949	4184.615385	4377.435897	4287.179487	4331.794872	4546.666667
4620	4385.641026	4160	4282.564103	4251.794872	4987.692308	4054.871795	4481.538462	4162.564103	4184.615385	4367.179487	4269.230769	4317.948718	4534.871795
4612.307692	4387.692308	4148.205128	4280.512821	4263.589744	4986.153846	4049.74359	4472.307692	4154.871795	4174.358974	4358.974359	4256.410256	4305.641026	4529.74359
4624.615385	4398.974359	4156.410256	4289.230769	4266.153846	4988.717949	4042.564103	4480.512821	4161.025641	4175.384615	4367.179487	4267.179487	4315.897436	4538.974359
4641.025641	4414.358974	4170.25641	4299.487179	4269.230769	4992.307692	4045.641026	4492.820513	4180.512821	4206.153846	4385.128205	4280.512821	4337.435897	4550.769231
4642.051282	4412.820513	4169.230769	4300.512821	4277.948718	4993.333333	4056.923077	4495.384615	4190.769231	4226.666667	4394.871795	4281.538462	4349.230769	4557.948718
4633.333333	4397.435897	4154.871795	4289.74359	4272.820513	4991.282051	4055.384615	4491.282051	4180.512821	4209.74359	4387.179487	4277.948718	4340	4554.871795
4628.717949	4386.666667	4147.692308	4278.974359	4262.051282	4988.717949	4049.74359	4488.205128	4166.153846	4195.384615	4374.358974	4278.461538	4328.205128	4544.615385
4632.307692	4383.076923	4157.948718	4278.974359	4260.512821	4989.230769	4060.512821	4491.794872	4168.205128	4202.051282	4377.435897	4287.179487	4326.666667	4538.974359
4638.461538	4384.615385	4171.794872	4287.179487	4253.333333	4987.179487	4067.179487	4495.384615	4174.358974	4202.564103	4388.205128	4296.410256	4328.717949	4546.153846
4641.025641	4387.692308	4175.897436	4290.25641	4250.25641	4983.589744	4055.897436	4492.820513	4169.74359	4195.897436	4388.205128	4297.948718	4324.615385	4552.307692
4640	4387.179487	4172.820513	4284.102564	4262.564103	4984.615385	4048.717949	4490.25641	4170.769231	4197.435897	4383.076923	4294.358974	4319.487179	4546.153846
4637.435897	4388.717949	4170.25641	4285.641026	4264.102564	4987.179487	4051.794872	4487.692308	4166.666667	4194.871795	4378.461538	4287.692308	4311.282051	4538.974359
4634.358974	4394.871795	4168.205128	4294.871795	4260	4988.717949	4051.794872	4477.435897	4156.923077	4181.025641	4370.25641	4277.948718	4300.512821	4539.487179
4632.307692	4397.948718	4160.512821	4292.820513	4265.128205	4986.153846	4049.230769	4472.820513	4163.076923	4182.051282	4372.307692	4276.410256	4306.153846	4545.641026
4638.461538	4396.410256	4156.923077	4288.205128	4266.153846	4983.076923	4049.74359	4482.051282	4173.333333	4197.435897	4387.692308	4288.717949	4323.589744	4553.846154
4647.692308	4397.948718	4164.102564	4294.358974	4268.717949	4984.615385	4051.282051	4490.769231	4169.74359	4201.538462	4389.74359	4296.410256	4323.076923	4556.923077
4648.205128	4397.435897	4170.25641	4297.948718	4273.846154	4984.615385	4051.282051	4489.74359	4166.666667	4198.461538	4376.410256	4288.717949	4310.769231	4553.333333
4646.153846	4397.948718	4165.128205	4294.358974	4264.102564	4983.589744	4053.846154	4483.076923	4168.717949	4202.051282	4370.25641	4281.025641	4307.692308	4548.717949
4642.564103	4394.871795	4156.410256	4288.205128	4257.435897	4984.615385	4055.384615	4476.923077	4161.538462	4192.307692	4368.205128	4278.461538	4303.076923	4542.051282
4633.333333	4387.692308	4148.205128	4278.974359	4264.102564	4983.589744	4050.25641	4474.358974	4152.820513	4172.307692	4362.051282	4272.307692	4295.897436	4534.871795
4629.230769	4389.230769	4152.820513	4276.923077	4266.666667	4979.487179	4048.205128	4473.846154	4149.74359	4177.435897	4366.153846	4270.769231	4303.589744	4535.897436
4643.589744	4398.974359	4169.230769	4288.717949	4264.615385	4978.461538	4051.282051	4482.564103	4153.846154	4197.948718	4378.974359	4287.692308	4318.461538	4547.692308
4652.307692	4398.974359	4178.461538	4294.871795	4258.974359	4978.461538	4048.205128	4490.25641	4167.692308	4206.666667	4385.641026	4300.512821	4322.051282	4554.871795
4641.538462	4387.692308	4170.25641	4287.179487	4253.333333	4976.923077	4044.102564	4485.128205	4167.692308	4202.051282	4382.051282	4293.333333	4315.897436	4546.153846
4627.692308	4378.974359	4154.358974	4278.461538	4258.461538	4980	4051.282051	4474.358974	4151.282051	4189.230769	4373.333333	4280.512821	4302.564103	4533.846154
4627.179487	4378.974359	4155.384615	4278.461538	4264.102564	4986.666667	4063.076923	4477.948718	4148.205128	4182.051282	4369.230769	4276.410256	4293.333333	4535.897436
4631.282051	4379.487179	4167.179487	4281.025641	4262.564103	4986.153846	4064.615385	4489.230769	4161.538462	4190.769231	4372.820513	4285.128205	4298.974359	4537.948718
4634.358974	4378.461538	4170.769231	4279.487179	4261.538462	4978.461538	4056.410256	4491.282051	4168.205128	4204.615385	4378.974359	4294.358974	4309.230769	4538.461538
4639.487179	4382.564103	4164.615385	4280.512821	4262.051282	4975.897436	4054.358974	4490.769231	4169.74359	4210.769231	4384.102564	4292.820513	4316.410256	4546.666667
4635.897436	4382.051282	4156.410256	4278.974359	4261.538462	4978.461538	4055.384615	4487.692308	4165.641026	4206.666667	4378.461538	4284.102564	4310.769231	4546.153846
4628.205128	4375.897436	4150.769231	4274.871795	4260	4975.897436	4051.282051	4478.461538	4153.846154	4200	4365.641026	4277.435897	4298.461538	4537.435897
4628.717949	4378.974359	4150.25641	4277.435897	4258.974359	4977.948718	4054.358974	4478.974359	4152.820513	4197.948718	4368.205128	4277.948718	4296.410256	4535.384615
4632.820513	4391.282051	4155.897436	4283.589744	4262.564103	4985.641026	4060.512821	4488.205128	4157.948718	4196.410256	4382.051282	4285.641026	4307.179487	4539.487179
4635.897436	4395.897436	4163.589744	4289.230769	4265.128205	4982.564103	4053.846154	4483.589744	4154.871795	4197.948718	4384.102564	4292.307692	4310.769231	4543.589744
